<Role type="sprite">
  <content>
    <xml path="npc/anyuansu.xml"/>
    <image path="npc/anyuansu.png"/>
  </content>
  <loads>
    <sprites path="effect/haws12"/>
  </loads>
  <action>
    <act name="待机" fps="12">
      <SubTexture name="anyuansu0000" gox="0" goy="0" effects="[]"/>
      <SubTexture name="anyuansu0001" gox="0" goy="0" effects="[]"/>
      <SubTexture name="anyuansu0002" gox="0" goy="0" effects="[]"/>
      <SubTexture name="anyuansu0003" gox="0" goy="0" effects="[]"/>
      <SubTexture name="anyuansu0004" gox="0" goy="0" effects="[]"/>
    </act>
    <act name="行走" fps="12">
      <SubTexture name="anyuansu0000" gox="0" goy="0" effects="[]"/>
      <SubTexture name="anyuansu0001" gox="0" goy="0" effects="[]"/>
      <SubTexture name="anyuansu0002" gox="0" goy="0" effects="[]"/>
      <SubTexture name="anyuansu0003" gox="0" goy="0" effects="[]"/>
      <SubTexture name="anyuansu0004" gox="0" goy="0" effects="[]"/>
    </act>
    <act name="受伤" fps="12">
      <SubTexture name="anyuansu0024" gox="0" goy="0" effects="[]"/>
      <SubTexture name="anyuansu0025" gox="0" goy="0" effects="[]"/>
      <SubTexture name="anyuansu0026" gox="0" goy="0" effects="[]"/>
    </act>
    <act name="普通攻击" fps="12">
      <SubTexture name="anyuansu0005" gox="0" goy="0" effects="[]"/>
      <SubTexture name="anyuansu0006" gox="0" goy="0" effects="[]"/>
      <SubTexture name="anyuansu0007" gox="0" goy="0" effects="[]"/>
      <SubTexture name="anyuansu0008" gox="0" goy="0" effects="[&quot;{\&quot;stiff\&quot;:30,\&quot;isABlow\&quot;:false,\&quot;isFollow\&quot;:false,\&quot;name\&quot;:\&quot;haws12\&quot;,\&quot;overrideClass\&quot;:\&quot;\&quot;,\&quot;canHit\&quot;:false,\&quot;hitMap\&quot;:false,\&quot;unhit\&quot;:false,\&quot;goy\&quot;:0,\&quot;through\&quot;:false,\&quot;x\&quot;:-55,\&quot;y\&quot;:-252,\&quot;fadeOut\&quot;:false,\&quot;scaleX\&quot;:1,\&quot;hitVibrationSize\&quot;:0,\&quot;scaleY\&quot;:1,\&quot;rotation\&quot;:0,\&quot;fadeIn\&quot;:false,\&quot;blow\&quot;:false,\&quot;cardFrame\&quot;:0,\&quot;addColor\&quot;:0,\&quot;time\&quot;:0,\&quot;hitEffectName\&quot;:\&quot;\&quot;,\&quot;intensity\&quot;:null,\&quot;hitX\&quot;:2,\&quot;gox\&quot;:0,\&quot;color\&quot;:[],\&quot;isLaunch\&quot;:false,\&quot;blendMode\&quot;:\&quot;white\&quot;,\&quot;isLockActionShow\&quot;:false,\&quot;srcColor\&quot;:-1,\&quot;mFight\&quot;:0,\&quot;isLockAction\&quot;:false,\&quot;isBreak\&quot;:false,\&quot;wFight\&quot;:0,\&quot;atbottom\&quot;:false,\&quot;hitY\&quot;:10,\&quot;findName\&quot;:\&quot;\&quot;}&quot;]"/>
      <SubTexture name="anyuansu0009" gox="0" goy="0" effects="[]"/>
      <SubTexture name="anyuansu0010" gox="0" goy="0" effects="[]"/>
      <SubTexture name="anyuansu0011" gox="0" goy="0" effects="[]"/>
      <SubTexture name="anyuansu0012" gox="0" goy="0" effects="[]"/>
      <SubTexture name="anyuansu0012" gox="0" goy="0" effects="[]"/>
      <SubTexture name="anyuansu0012" gox="0" goy="0" effects="[]"/>
      <SubTexture name="anyuansu0004" gox="0" goy="0" effects="[]"/>
      <SubTexture name="anyuansu0004" gox="0" goy="0" effects="[]"/>
      <SubTexture name="anyuansu0004" gox="0" goy="0" effects="[]"/>
    </act>
  </action>
</Role>
